"AREA_ID","AREA_NAME","AREA_TYPE","OLD_PROVINCE","CREATED_AT","IS_DELETED","UPDATED_AT"
"1",Sài Gòn,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"2",Tân Định,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"3",Bến Thành,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"4",Cầu Ông Lãnh,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"5",Bàn Cờ,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"6",Xuân Hòa,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"7",Nhiêu Lộc,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"8",Xóm Chiếu,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"9",Khánh Hội,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"10",Vĩnh Hội,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"11",Chợ Quán,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"12",An Đông,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"13",Chợ Lớn,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"14",Bình Tây,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"15",Bình Tiên,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"16",Bình Phú,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"17",Phú Lâm,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"18",Tân Thuận,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"19",Phú Thuận,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"20",Tân Mỹ,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"21",Tân Hưng,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"22",Chánh Hưng,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"23",Phú Định,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"24",Bình Đông,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"25",Diên Hồng,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"26",Vườn Lài,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"27",Hòa Hưng,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"28",Minh Phụng,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"29",Bình Thới,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"30",Hòa Bình,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"31",Phú Thọ,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"32",Đông Hưng Thuận,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"33",Trung Mỹ Tây,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"34",Tân Thới Hiệp,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"35",Thới An,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"36",An Phú Đông,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"37",An Lạc,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"38",Bình Tân,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"39",Tân Tạo,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"40",Bình Trị Đông,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"41",Bình Hưng Hòa,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"42",Gia Định,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"43",Bình Thạnh,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"44",Bình Lợi Trung,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"45",Thạnh Mỹ Tây,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"46",Bình Quới,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"47",Hạnh Thông,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"48",An Nhơn,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"49",Gò Vấp,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"50",An Hội Đông,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"51",Thông Tây Hội,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"52",An Hội Tây,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"53",Đức Nhuận,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"54",Cầu Kiệu,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"55",Phú Nhuận,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"56",Tân Sơn Hòa,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"57",Tân Sơn Nhất,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"58",Tân Hòa,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"59",Bảy Hiền,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"60",Tân Bình,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"61",Tân Sơn,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"62",Tây Thạnh,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"63",Tân Sơn Nhì,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"64",Phú Thọ Hòa,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"65",Tân Phú,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"66",Phú Thạnh,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"67",Hiệp Bình,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"68",Thủ Đức,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"69",Tam Bình,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"70",Linh Xuân,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"71",Tăng Nhơn Phú,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"72",Long Bình,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"73",Long Phước,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"74",Long Trường,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"75",Cát Lái,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"76",Bình Trưng,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"77",Phước Long,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"78",An Khánh,Phường,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"79",Đông Hòa,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"80",Dĩ An,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"81",Tân Đông Hiệp,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"82",An Phú,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"83",Bình Hòa,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"84",Lái Thiêu,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"85",Thuận An,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"86",Thuận Giao,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"87",Thủ Dầu Một,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"88",Phú Lợi,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"89",Chánh Hiệp,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"90",Bình Dương,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"91",Hòa Lợi,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"92",Phú An,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"93",Tây Nam,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"94",Long Nguyên,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"95",Bến Cát,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"96",Chánh Phú Hòa,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"97",Vĩnh Tân,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"98",Bình Cơ,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"99",Tân Uyên,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"100",Tân Hiệp,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"101",Tân Khánh,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"102",Vũng Tàu,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"103",Tam Thắng,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"104",Rạch Dừa,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"105",Phước Thắng,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"106",Long Hương,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"107",Bà Rịa,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"108",Tam Long,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"109",Tân Hải,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"110",Tân Phước,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"111",Phú Mỹ,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"112",Tân Thành,Phường,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"113",Vĩnh Lộc,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"114",Tân Vĩnh Lộc,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"115",Bình Lợi,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"116",Tân Nhựt,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"117",Bình Chánh,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"118",Hưng Long,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"119",Bình Hưng,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"120",Bình Khánh,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"121",An Thới Đông,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"122",Cần Giờ,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"123",Củ Chi,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"124",Tân An Hội,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"125",Thái Mỹ,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"126",An Nhơn Tây,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"127",Nhuận Đức,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"128",Phú Hòa Đông,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"129",Bình Mỹ,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"130",Đông Thạnh,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"131",Hóc Môn,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"132",Xuân Thới Sơn,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"133",Bà Điểm,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"134",Nhà Bè,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"135",Hiệp Phước,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"136",Thường Tân,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"137",Bắc Tân Uyên,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"138",Phú Giáo,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"139",Phước Hòa,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"140",Phước Thành,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"141",An Long,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"142",Trừ Văn Thố,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"143",Bàu Bàng,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"144",Long Hòa,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"145",Thanh An,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"146",Dầu Tiếng,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"147",Minh Thạnh,Xã,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"148",Châu Pha,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"149",Long Hải,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"150",Long Điền,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"151",Phước Hải,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"152",Đất Đỏ,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"153",Nghĩa Thành,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"154",Ngãi Giao,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"155",Kim Long,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"156",Châu Đức,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"157",Bình Giã,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"158",Xuân Sơn,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"159",Hồ Tràm,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"160",Xuyên Mộc,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"161",Hòa Hội,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"162",Bàu Lâm,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"163",Côn Đảo,Đặc khu,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"164",Bình Châu,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"165",Hòa Hiệp,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"166",Long Sơn,Xã,Bà Rịa - Vũng Tàu cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"167",Thạnh An,Xã,TP.HCM cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
"168",Thới Hòa,Phường,Bình Dương cũ,2026-05-23 02:38:51.000,0,2026-05-24 05:41:05.000
